be040bd0-3dd9-4f49-a9bc-5b42c1ebbed8,DS,1659772562631
Accelerometer x,Accelerometer y,Accelerometer z,Gyroscope x,Gyroscope y,Gyroscope z,Magnetometer x,Magnetometer y,Magnetometer z,GPS-Longitude,GPS-Latitude,GPS-Speed,Proximity_ON/OFF,Orientation yaw,Orientation pitch,Orientation roll,Screen
-0.2218,5.3753,7.0817,-0.0271,-0.0133,-0.0008,-30.5847,-11.1725,10.7788,-0.0000,-0.0000,-0.0000,0.0000,-2.0547,0.6216,0.0556,1.0000
-0.2377,5.3215,7.1806,0.0066,-0.0082,-0.0040,-30.9052,-10.2264,9.9197,-0.0000,-0.0000,-0.0000,0.0000,-2.0539,0.6366,0.0312,1.0000
-0.0547,5.0920,7.2023,-0.0846,-0.2509,0.0429,-29.5547,-10.3699,10.6339,-0.0000,-0.0000,-0.0000,0.0000,-2.0285,0.6029,-0.0347,1.0000
0.0976,4.8222,7.4402,-0.2985,0.2242,0.0186,-29.3137,-11.0764,10.9589,-0.0000,-0.0000,-0.0000,0.0000,-2.0214,0.5087,0.0200,1.0000
0.7986,4.5886,7.6355,0.2823,-0.0508,-0.0182,-29.0314,-3.7231,6.4209,-0.0000,-0.0000,-0.0000,0.0000,-1.7499,0.6692,-0.0705,1.0000
