a02a5c6f-6e8f-4019-aba2-1b2cd4104a30,DS,1659770140469
Accelerometer x,Accelerometer y,Accelerometer z,Gyroscope x,Gyroscope y,Gyroscope z,Magnetometer x,Magnetometer y,Magnetometer z,GPS-Longitude,GPS-Latitude,GPS-Speed,Proximity_ON/OFF,Orientation yaw,Orientation pitch,Orientation roll,Screen
-1.1761,3.8626,7.8280,1.6705,-1.3047,-0.9056,-40.4938,6.1462,-2.1622,-0.0000,-0.0000,-0.0000,0.0000,-1.1879,0.4096,0.4163,1.0000
-6.8460,1.7090,8.2391,1.7483,4.0813,-0.0278,-24.5972,8.1192,-23.9792,-0.0000,-0.0000,-0.0000,0.0000,-1.2002,0.1782,0.4128,1.0000
0.9340,5.9368,-7.0994,0.1344,0.6490,0.2033,19.4061,-23.7045,-11.8301,-0.0000,-0.0000,-0.0000,0.0000,-2.4955,0.8352,2.9746,1.0000
0.5880,4.7640,-7.8360,0.0417,0.0461,0.0403,18.6661,-27.2186,-4.1290,-0.0000,-0.0000,-0.0000,0.0000,-2.6062,0.5968,-3.0838,1.0000
-5.7574,10.5261,-1.0580,-3.7080,-4.7710,0.9298,14.6622,-15.4221,-25.3128,-0.0000,-0.0000,-0.0000,0.0000,-2.0229,1.1469,2.0774,1.0000
-3.5687,3.5769,5.3612,1.9294,-1.2269,0.9384,28.5645,40.8340,57.5363,-0.0000,-0.0000,-0.0000,0.0000,0.9930,1.0522,1.6059,1.0000
-6.7414,4.8259,-3.7922,-0.0936,0.0386,0.2257,52.0340,45.1157,19.8029,-0.0000,-0.0000,-0.0000,0.0000,0.2204,0.8915,2.0253,1.0000
-5.9577,6.7835,-1.4148,0.4699,0.2868,-0.2206,54.3213,41.3101,20.3033,-0.0000,-0.0000,-0.0000,0.0000,0.1674,0.8982,2.0287,1.0000
-6.5311,6.2851,-2.6685,0.0843,-0.0242,-0.1205,49.4568,45.9045,18.4448,-0.0000,-0.0000,-0.0000,0.0000,0.1545,0.8253,2.0452,1.0000
-4.0125,7.5636,-1.4978,-0.5495,0.8759,0.0084,50.5020,41.4185,39.2746,-0.0000,-0.0000,-0.0000,0.0000,0.7511,0.9945,1.6927,1.0000
-3.5117,7.9132,-2.0859,-0.1649,-0.2181,-0.3133,58.5388,37.1429,35.1593,-0.0000,-0.0000,-0.0000,0.0000,0.2076,1.0352,2.1940,1.0000
-4.9023,7.4994,2.1829,0.4476,-0.1361,-0.0704,-15.0070,9.4284,62.7380,-0.0000,-0.0000,-0.0000,0.0000,1.8849,1.1030,1.6486,1.0000
-1.5476,8.0018,3.5943,0.4572,-0.4951,-0.1227,-33.3359,-15.9927,66.4322,-0.0000,-0.0000,-0.0000,0.0000,-2.5167,1.2845,0.2092,1.0000
-2.7511,6.7388,6.0384,0.6617,-0.1531,0.3407,-12.4100,-32.6401,91.1591,-0.0000,-0.0000,-0.0000,0.0000,2.9364,0.9981,0.8158,1.0000
3.7336,9.3254,-4.4211,0.4092,0.7982,-0.0747,-17.6224,44.1666,37.8204,-0.0000,-0.0000,-0.0000,0.0000,0.4415,1.1903,-2.6306,1.0000
0.7947,7.6183,-0.0872,-0.0808,0.0599,-0.1983,-40.8966,32.6508,7.0160,-0.0000,-0.0000,-0.0000,0.0000,0.3483,1.1868,-1.7423,1.0000
1.8138,6.7181,-0.6973,0.5232,0.5990,0.2768,-43.6417,31.8665,-7.2083,-0.0000,-0.0000,-0.0000,0.0000,1.0737,1.3494,-2.0081,1.0000
