613958cf-ac5c-4ece-8f21-f7bff51da6e9,DS,1659765135819
Accelerometer x,Accelerometer y,Accelerometer z,Gyroscope x,Gyroscope y,Gyroscope z,Magnetometer x,Magnetometer y,Magnetometer z,GPS-Longitude,GPS-Latitude,GPS-Speed,Proximity_ON/OFF,Orientation yaw,Orientation pitch,Orientation roll,Screen
-0.4810,6.3298,6.1844,-0.1953,0.0355,0.0020,24.7665,33.3160,-12.1719,-0.0000,-0.0000,-0.0000,0.0000,0.6031,0.7442,0.0504,1.0000
2.6187,7.8968,2.1346,0.1115,-1.0287,0.0808,29.8981,22.9233,-10.1669,-0.0000,-0.0000,-0.0000,0.0000,0.8549,1.0528,-0.0054,1.0000
3.5093,6.4248,1.6219,-0.4445,0.0163,-0.2793,27.8839,17.2577,-11.7508,-0.0000,-0.0000,-0.0000,0.0000,1.7576,1.1781,-0.8448,1.0000
1.6690,6.1762,4.0221,-0.6810,-0.2510,-0.1706,31.7917,18.5349,-18.0420,-0.0000,-0.0000,-0.0000,0.0000,1.2487,0.7726,-0.4267,1.0000
3.2867,5.7979,6.1609,0.6292,0.2720,0.0755,30.8456,17.6651,-16.8732,-0.0000,-0.0000,-0.0000,0.0000,1.3726,1.0745,-0.5091,1.0000
1.8150,7.7803,2.2599,-0.3689,-0.3192,-0.3080,28.7201,18.7775,-14.8529,-0.0000,-0.0000,-0.0000,0.0000,1.3425,1.0676,-0.5455,1.0000
-0.5444,8.2113,1.2448,-0.6480,-0.2361,-0.0864,26.7212,23.0774,-13.1500,-0.0000,-0.0000,-0.0000,0.0000,0.9309,1.3001,-0.1209,1.0000
-0.3046,7.2237,6.5519,-0.4914,-0.5451,0.0435,18.9819,28.8223,-10.6003,-0.0000,-0.0000,-0.0000,0.0000,0.6908,0.8647,-0.0215,1.0000
-5.0787,6.1806,2.6925,-0.3487,0.0110,0.0116,-14.7049,10.1517,-7.4875,-0.0000,-0.0000,-0.0000,0.0000,-2.0909,0.9880,1.3395,1.0000
-5.7151,4.9663,6.2000,1.5049,-0.3459,-0.7000,-4.0375,8.4686,-16.1469,-0.0000,-0.0000,-0.0000,0.0000,-1.5183,0.7483,1.0040,1.0000
-6.9322,5.5529,4.4422,0.3885,0.0888,0.0840,-18.5379,0.1999,-16.8350,-0.0000,-0.0000,-0.0000,0.0000,-1.8243,0.7365,1.0069,1.0000
-5.5806,6.6163,1.9012,0.1563,-0.2106,-0.0385,-13.1851,6.2668,-15.8981,-0.0000,-0.0000,-0.0000,0.0000,-1.7999,0.8624,1.2323,1.0000
-6.6704,6.1072,2.7420,0.1158,-0.1658,-0.1205,-15.7639,4.7272,-18.6371,-0.0000,-0.0000,-0.0000,0.0000,-1.7421,0.8075,1.2044,1.0000
-6.5938,7.0190,-2.2172,0.0156,0.7194,0.4728,-25.9399,-3.2410,-17.2592,-0.0000,-0.0000,-0.0000,0.0000,-2.3384,0.9638,1.6118,1.0000
-8.3671,4.0705,1.5728,0.4471,0.1570,0.1501,-22.8073,-6.3828,-14.2014,-0.0000,-0.0000,-0.0000,0.0000,-2.1074,0.6881,1.1198,1.0000
-4.9785,4.4803,3.7823,0.8668,0.0227,-0.4199,-19.9738,-1.9882,-15.3534,-0.0000,-0.0000,-0.0000,0.0000,-1.8916,0.6631,1.0225,1.0000
-4.2678,5.5062,1.0094,0.3310,-0.8838,-0.1514,-13.7619,20.8984,0.3845,-0.0000,-0.0000,-0.0000,0.0000,-2.0318,0.8592,1.4691,1.0000
-6.6517,5.5848,2.0732,0.2692,-0.3405,-0.0800,-16.5726,2.0233,-13.1714,-0.0000,-0.0000,-0.0000,0.0000,-2.0813,0.7823,1.4866,1.0000
-7.3583,6.6131,1.9910,-0.0035,0.1804,0.2395,-14.8300,4.8599,-14.5706,-0.0000,-0.0000,-0.0000,0.0000,-2.0165,0.7482,1.4430,1.0000
-5.8292,6.3223,1.8892,0.0092,-0.0870,-0.0747,-15.8447,3.0716,-13.9175,-0.0000,-0.0000,-0.0000,0.0000,-1.8400,0.7342,1.3085,1.0000
